"","Character","Node","Type","Appearances"
"157","Mr Watkins",79,"Last Appearance",1
"158","Mr Watkins",79,"First Appearance",1
"159","Mr Westwood",240,"Last Appearance",2
"160","Mr Westwood",239,"First Appearance",2
"161","Mrs Blockson",80,"First Appearance",1
"162","Mrs Blockson",80,"Last Appearance",1
"163","Mrs Borum",113,"First Appearance",2
"164","Mrs Borum",114,"Last Appearance",2
"165","Mrs Crummles",104,"First Appearance",19
"166","Mrs Crummles",229,"Last Appearance",19
"167","Mrs Curdle",112,"First Appearance",2
"168","Mrs Curdle",113,"Last Appearance",2
"169","Mrs Cutler",60,"First Appearance",1
"170","Mrs Cutler",60,"Last Appearance",1
"171","Mrs Gallanbile",67,"First Appearance",1
"172","Mrs Gallanbile",67,"Last Appearance",1
"173","Mrs Grudden",106,"First Appearance",10
"174","Mrs Grudden",229,"Last Appearance",10
"175","Mrs Kenwigs",58,"First Appearance",16
"176","Mrs Kenwigs",248,"Last Appearance",16
"177","Mrs Lenville",106,"First Appearance",2
"178","Mrs Lenville",137,"Last Appearance",2
"179","Mrs Nickleby",4,"First Appearance",66
"180","Mrs Nickleby",303,"Last Appearance",66
"181","Mrs Snawley",180,"First Appearance",2
"182","Mrs Snawley",278,"Last Appearance",2
"183","Mrs Snevellicci",139,"First Appearance",3
"184","Mrs Snevellicci",141,"Last Appearance",3
"185","Mrs Squeers",301,"Last Appearance",27
"186","Mrs Squeers",14,"First Appearance",27
"187","Muntle",45,"First Appearance",1
"188","Muntle",45,"Last Appearance",1
"189","Newman Noggs",6,"First Appearance",70
"190","Newman Noggs",303,"Last Appearance",70
"191","Nicholas Nickleby",2,"First Appearance",193
"192","Nicholas Nickleby",303,"Last Appearance",193
"193","Ninetta Crummles",104,"First Appearance",4
"194","Ninetta Crummles",139,"Last Appearance",4
"195","Peg Sliderskew",241,"First Appearance",16
"196","Peg Sliderskew",303,"Last Appearance",16
"197","Phoebe",49,"First Appearance",2
"198","Phoebe",51,"Last Appearance",2
"199","Ralph Nickleby",3,"First Appearance",130
"200","Ralph Nickleby",303,"Last Appearance",130
"201","Sir Matthew Pupker",6,"First Appearance",3
"202","Sir Matthew Pupker",8,"Last Appearance",3
"203","Sir Mulberry Hawk",84,"First Appearance",32
"204","Sir Mulberry Hawk",303,"Last Appearance",32
"205","Sir Thomas Grimble",161,"First Appearance",1
"206","Sir Thomas Grimble",161,"Last Appearance",1
"207","Sir Tumley Snuffim",96,"First Appearance",4
"208","Sir Tumley Snuffim",152,"Last Appearance",4
"209","Smike",29,"First Appearance",73
"210","Smike",300,"Last Appearance",73
"211","Snittle Timberry",229,"Last Appearance",4
"212","Snittle Timberry",226,"First Appearance",4
"213","The African Swallower",227,"First Appearance",3
"214","The African Swallower",229,"Last Appearance",3
"215","The Hawkinses",161,"First Appearance",1
"216","The Hawkinses",161,"Last Appearance",1
"217","The Little Kenwigses",58,"First Appearance",14
"218","The Little Kenwigses",248,"Last Appearance",14
"219","The Master Crummleses",101,"First Appearance",11
"220","The Master Crummleses",229,"Last Appearance",11
"221","The Miss Dowdles",122,"First Appearance",1
"222","The Miss Dowdles",122,"Last Appearance",1
"223","Thomas",80,"First Appearance",1
"224","Thomas",80,"Last Appearance",1
"225","Tim Linkinwater",163,"First Appearance",38
"226","Tim Linkinwater",303,"Last Appearance",38
"227","Tom Tix",94,"First Appearance",1
"228","Tom Tix",94,"Last Appearance",1
"229","Wackford Squeers",1,"First Appearance",69
"230","Wackford Squeers",303,"Last Appearance",69
"231","Wackford SqueersJunior",37,"First Appearance",11
"232","Wackford SqueersJunior",301,"Last Appearance",11
"233","Walter Bray",218,"First Appearance",7
"234","Walter Bray",257,"Last Appearance",7
"235","William",18,"First Appearance",2
"236","William",150,"Last Appearance",2
